r,l
0.48595905905905906,0.9988178831564845
0.4869415115115115,0.9988228861365133
0.487923963963964,0.9988279563272782
0.4889064164164164,0.9988330899520631
0.48988886886886884,0.9988382832172026
0.49087132132132133,0.9988435323143194
0.49185377377377376,0.9988488334225639
0.4928362262262262,0.9988541827108514
0.4938186786786787,0.9988595763401013
0.4948011311311311,0.9988650104654765
0.4957835835835836,0.9988704812386221
0.49676603603603603,0.9988759848099049
0.49774848848848846,0.998881517330653
0.49873094094094095,0.9988870749553956
0.4997133933933934,0.9988926538441033
0.5006958458458458,0.9988982501644279
0.5016782982982982,0.9989038600939434
0.5026607507507508,0.9989094798223864
0.5036432032032032,0.9989151055538974
0.5046256556556556,0.9989207335092614
0.5056081081081081,0.9989263599281498
0.5065905605605605,0.998931981071362
0.507573013013013,0.998937593223067
0.5085554654654655,0.9989431926930454
0.5095379179179179,0.998948775818932
0.5105203703703703,0.998954338968458
0.5115028228228228,0.9989598785416935
0.5124852752752753,0.998965390973291
0.5134677277277278,0.9989708727347273
0.5144501801801802,0.9989763203365483
0.5154326326326326,0.9989817303306109
0.516415085085085,0.9989870993123277
0.5173975375375375,0.9989924239229097
0.51837998998999,0.9989977008516114
0.5193624424424425,0.9990029268379741
0.5203448948948949,0.9990080986740699
0.5213273473473473,0.999013213206747
0.5223097997997997,0.9990182673398729
0.5232922522522523,0.9990232580365802
0.5242747047047047,0.9990281823215104
0.5252571571571572,0.9990330372830591
0.5262396096096096,0.999037820075621
0.527222062062062,0.9990425279218343
0.5282045145145146,0.9990471581148266
0.529186966966967,0.9990517080204588
0.5301694194194194,0.9990561750795718
0.5311518718718719,0.9990605568102299
0.5321343243243243,0.9990648508099675
0.5331167767767767,0.9990690547580336
0.5340992292292293,0.9990731664176372
0.5350816816816817,0.9990771836381923
0.5360641341341341,0.9990811043575636
0.5370465865865865,0.9990849266043111
0.538029039039039,0.9990886484999358
0.5390114914914915,0.9990922682611243
0.539993943943944,0.9990957842019902
0.5409763963963964,0.9990991947359542
0.5419588488488488,0.9991024983758783
0.5429413013013012,0.9991056937329337
0.5439237537537538,0.9991087795153507
0.5449062062062062,0.9991117545271697
0.5458886586586587,0.9991146176669895
0.5468711111111111,0.9991173679267182
0.5478535635635635,0.9991200043903218
0.5488360160160161,0.9991225262325736
0.5498184684684685,0.9991249327178037
0.5508009209209209,0.9991272231986472
0.5517833733733734,0.9991293971147939
0.5527658258258258,0.9991314539917358
0.5537482782782782,0.9991333934395163
0.5547307307307308,0.9991352151514785
0.5557131831831832,0.9991369189030126
0.5566956356356356,0.9991385045503045
0.557678088088088,0.9991399720290833
0.5586605405405405,0.9991413213533689
0.559642992992993,0.9991425526142197
0.5606254454454455,0.9991436659784798
0.5616078978978979,0.999144661687526
0.5625903503503503,0.9991455400560153
0.5635728028028028,0.9991463014706314
0.5645552552552553,0.9991469463888317
0.5655377077077077,0.9991474753375937
0.5665201601601602,0.999147888912162
0.5675026126126126,0.9991481877747943
0.568485065065065,0.9991483726535076
0.5694675175175176,0.9991484443408251
0.57044996996997,0.9991484036925212
0.5714324224224224,0.9991482516263683
0.5724148748748749,0.9991479891208827
0.5733973273273273,0.9991476172140695
0.5743797797797797,0.9991471370021694
0.5753622322322323,0.9991465496384037
0.5763446846846847,0.9991458563317197
0.5773271371371371,0.9991450583455368
0.5783095895895896,0.9991441569964914
0.579292042042042,0.9991431536531821
0.5802744944944945,0.9991420497349156
0.581256946946947,0.9991408467104514
0.5822393993993994,0.9991395460967474
0.5832218518518518,0.9991381494577044
0.5842043043043043,0.9991366584029119
0.5851867567567568,0.9991350745863931
0.5861692092092092,0.9991333997053492
0.5871516616616617,0.9991316354989055
0.5881341141141141,0.9991297837468557
0.5891165665665665,0.9991278462684071
0.590099019019019,0.9991258249209258
0.5910814714714715,0.9991237215986815
0.5920639239239239,0.9991215382315921
0.5930463763763764,0.9991192767839696
0.5940288288288288,0.9991169392532647
0.5950112812812812,0.9991145276688115
0.5959937337337338,0.9991120440905731
0.5969761861861862,0.9991094906078863
0.5979586386386386,0.9991068693382071
0.5989410910910911,0.9991041824258554
0.5999235435435435,0.9991014320407607
0.600905995995996,0.9990986203772068
0.6018884484484485,0.9990957496525773
0.6028709009009009,0.9990928221061014
0.6038533533533533,0.9990898399975985
0.6048358058058058,0.9990868056062238
0.6058182582582583,0.9990837212292143
0.6068007107107107,0.999080589180634
0.6077831631631632,0.9990774117901193
0.6087656156156156,0.9990741914016252
0.609748068068068,0.9990709303721704
0.6107305205205205,0.9990676310705838
0.611712972972973,0.9990642958762499
0.6126954254254254,0.999060927177855
0.6136778778778779,0.9990575273721332
0.6146603303303303,0.9990540988626122
0.6156427827827827,0.9990506440583604
0.6166252352352353,0.9990471653727322
0.6176076876876877,0.9990436652221147
0.6185901401401401,0.9990401460246745
0.6195725925925926,0.9990366101991037
0.620555045045045,0.9990330601633668
0.6215374974974975,0.9990294983334476
0.62251994994995,0.9990259271220954
0.6235024024024024,0.9990223489375724
0.6244848548548548,0.9990187661824006
0.6254673073073073,0.9990151812521085
0.6264497597597597,0.9990115965339789
0.6274322122122122,0.9990080144057951
0.6284146646646647,0.9990044372345892
0.6293971171171171,0.9990008673753888
0.6303795695695695,0.9989973071699653
0.631362022022022,0.99899375894558
0.6323444744744745,0.9989902250137332
0.6333269269269269,0.9989867076689113
0.6343093793793794,0.9989832091873344
0.6352918318318318,0.9989797318257043
0.6362742842842842,0.9989762778199526
0.6372567367367368,0.9989728493839884
0.6382391891891892,0.9989694487084468
0.6392216416416416,0.9989660779594365
0.6402040940940941,0.9989627392772882
0.6411865465465465,0.998959434775303
0.642168998998999,0.9989561665385006
0.6431514514514515,0.9989529366223676
0.6441339039039039,0.998949747051606
0.6451163563563563,0.9989465998188817
0.6460988088088088,0.9989434968835728
0.6470812612612612,0.9989404401705184
0.6480637137137137,0.998937431568767
0.6490461661661662,0.9989344729303253
0.6500286186186186,0.9989315660689069
0.651011071071071,0.9989287127586804
0.6519935235235235,0.998925914733019
0.652975975975976,0.9989231736832485
0.6539584284284284,0.9989204912573963
0.6549408808808809,0.9989178690589406
0.6559233333333333,0.9989153086455581
0.6569057857857857,0.9989128115278737
0.6578882382382383,0.9989103791682091
0.6588706906906907,0.9989080129793311
0.6598531431431431,0.9989057143232009
0.6608355955955956,0.9989034845097224
0.661818048048048,0.9989013247954913
0.6628005005005005,0.9988992363825435
0.663782952952953,0.9988972204171039
0.6647654054054054,0.9988952779883352
0.6657478578578578,0.9988934101270859
0.6667303103103103,0.9988916178046398
0.6677127627627627,0.9988899019314635
0.6686952152152152,0.9988882633559562
0.6696776676676677,0.9988867028631963
0.6706601201201201,0.9988852211736917
0.6716425725725725,0.9988838189421267
0.672625025025025,0.9988824967561113
0.6736074774774775,0.9988812551349283
0.6745899299299299,0.9988800945282823
0.6755723823823824,0.9988790153150474
0.6765548348348348,0.9988780178020152
0.6775372872872872,0.998877102222643
0.6785197397397398,0.9988762687358009
0.6795021921921922,0.9988755174245203
0.6804846446446446,0.9988748482947409
0.6814670970970971,0.998874261274059
0.6824495495495495,0.998873756210474
0.6834320020020019,0.9988733328711368
0.6844144544544545,0.9988729909410963
0.6853969069069069,0.9988727300220469
0.6863793593593593,0.9988725496310755
0.6873618118118118,0.9988724491994087
0.6883442642642642,0.9988724280711592
0.6893267167167167,0.9988724855020731
0.6903091691691692,0.9988726206582763
0.6912916216216216,0.9988728326150214
0.692274074074074,0.9988731203554333
0.6932565265265265,0.9988734827692569
0.694238978978979,0.9988739186516024
0.6952214314314314,0.9988744267016918
0.6962038838838839,0.998875005521605
0.6971863363363363,0.998875653615026
0.6981687887887887,0.9988763693859883
0.6991512412412413,0.9988771511376217
0.7001336936936937,0.9988779970708966
0.7011161461461461,0.9988789052833712
0.7020985985985986,0.9988798737679795
0.703081051051051,0.9988809004134644
0.7040635035035034,0.9988819830100389
0.705045955955956,0.9988831192576154
0.7060284084084084,0.9988843067741737
0.7070108608608608,0.9988855431041294
0.7079933133133133,0.9988868257267021
0.7089757657657657,0.9988881520642837
0.7099582182182183,0.998889519490807
0.7109406706706707,0.9988909253401138
0.7119231231231231,0.998892366914324
0.7129055755755755,0.9988938414922042
0.713888028028028,0.9988953463375361
0.7148704804804805,0.9988968787074866
0.715852932932933,0.9988984358609757
0.7168353853853854,0.9989000150670472
0.7178178378378378,0.9989016136132368
0.7188002902902902,0.9989032288139428
0.7197827427427427,0.9989048580187952
0.7207651951951952,0.9989064986210265
0.7217476476476476,0.9989081480658407
0.7227301001001001,0.9989098038586939
0.7237125525525525,0.9989114635714719
0.7246950050050049,0.9989131248437132
0.7256774574574575,0.9989147853820186
0.7266599099099099,0.9989164429593976
0.7276423623623623,0.9989180954146173
0.7286248148148148,0.9989197406515489
0.7296072672672672,0.9989213766385158
0.7305897197197198,0.998923001407641
0.7315721721721722,0.9989246130541956
0.7325546246246246,0.998926209735945
0.733537077077077,0.9989277896724982
0.7345195295295295,0.9989293511446541
0.735501981981982,0.9989308924937504
0.7364844344344345,0.9989324121210108
0.7374668868868869,0.9989339084868925
0.7384493393393393,0.9989353801104343
0.7394317917917917,0.9989368255686044
0.7404142442442442,0.9989382434956481
0.7413966966966967,0.9989396325824349
0.7423791491491492,0.9989409915758073
0.7433616016016016,0.9989423192779274
0.744344054054054,0.9989436145456254
0.7453265065065064,0.9989448762897469
0.746308958958959,0.9989461034745004
0.7472914114114114,0.9989472951168055
0.7482738638638639,0.9989484502856396
0.7492563163163163,0.9989495681013864
0.7502387687687687,0.9989506477351829
0.7512212212212213,0.9989516884082672
0.7522036736736737,0.9989526893913255
0.7531861261261261,0.9989536500038405
0.7541685785785786,0.9989545696134379
0.755151031031031,0.9989554476352341
0.7561334834834835,0.9989562835311844
0.757115935935936,0.9989570768094287
0.7580983883883884,0.9989578270236406
0.7590808408408408,0.9989585337723733
0.7600632932932933,0.9989591966984079
0.7610457457457457,0.9989598154880999
0.7620281981981982,0.9989603898707269
0.7630106506506507,0.9989609196178353
0.7639931031031031,0.9989614045425879
0.7649755555555555,0.998961844499111
0.765958008008008,0.998962239381841
0.7669404604604605,0.9989625891248721
0.7679229129129129,0.9989628937013029
0.7689053653653654,0.9989631531225832
0.7698878178178178,0.998963367437862
0.7708702702702702,0.998963536733333
0.7718527227227228,0.9989636611315829
0.7728351751751752,0.9989637407909372
0.7738176276276276,0.9989637759048078
0.7748000800800801,0.9989637667010397
0.7757825325325325,0.9989637134412573
0.7767649849849849,0.9989636164202121
0.7777474374374375,0.9989634759651288
0.7787298898898899,0.9989632924350522
0.7797123423423423,0.9989630662201943
0.7806947947947948,0.9989627977412803
0.7816772472472472,0.9989624874488963
0.7826596996996997,0.998962135822835
0.7836421521521522,0.9989617433714431
0.7846246046046046,0.9989613106309676
0.785607057057057,0.9989608381649027
0.7865895095095095,0.998960326563336
0.787571961961962,0.9989597764422957
0.7885544144144144,0.998959188443097
0.7895368668668669,0.9989585632316882
0.7905193193193193,0.9989579014979982
0.7915017717717717,0.9989572039552825
0.7924842242242243,0.9989564713394701
0.7934666766766767,0.9989557044085096
0.7944491291291291,0.9989549039417164
0.7954315815815816,0.9989540707391189
0.796414034034034,0.9989532056208053
0.7973964864864864,0.9989523094262698
0.798378938938939,0.9989513830137599
0.7993613913913914,0.9989504272596219
0.8003438438438438,0.9989494430576489
0.8013262962962963,0.9989484313184258
0.8023087487487487,0.9989473929686774
0.8032912012012012,0.9989463289506137
0.8042736536536537,0.9989452402212778
0.8052561061061061,0.9989441277518911
0.8062385585585585,0.9989429925272013
0.807221011011011,0.9989418355448278
0.8082034634634635,0.9989406578146095
0.8091859159159159,0.9989394603579503
0.8101683683683684,0.998938244207167
0.8111508208208208,0.9989370104048347
0.8121332732732732,0.9989357600031346
0.8131157257257257,0.9989344940631998
0.8140981781781782,0.9989332136544629
0.8150806306306306,0.9989319198540016
0.8160630830830831,0.998930613745887
0.8170455355355355,0.9989292964205286
0.8180279879879879,0.9989279689740225
0.8190104404404405,0.9989266325074974
0.8199928928928929,0.9989252881264616
0.8209753453453453,0.9989239369401502
0.8219577977977978,0.9989225800608712
0.8229402502502502,0.998921218603353
0.8239227027027027,0.9989198536840911
0.8249051551551552,0.9989184864206947
0.8258876076076076,0.9989171179312342
0.82687006006006,0.9989157493335874
0.8278525125125125,0.9989143817447872
0.828834964964965,0.998913016280368
0.8298174174174174,0.998911654053713
0.8307998698698699,0.9989102961754008
0.8317823223223223,0.9989089437525535
0.8327647747747747,0.9989075978881818
0.8337472272272272,0.9989062596805341
0.8347296796796797,0.9989049302224424
0.8357121321321321,0.9989036106006697
0.8366945845845846,0.9989023018952569
0.837677037037037,0.9989010051788703
0.8386594894894894,0.9988997215161483
0.839641941941942,0.9988984519630489
0.8406243943943944,0.998897197566197
0.8416068468468468,0.9988959593622309
0.8425892992992993,0.9988947383771501
0.8435717517517517,0.9988935356256623
0.8445542042042042,0.9988923521105307
0.8455366566566567,0.9988911888219212
0.8465191091091091,0.9988900467367494
0.8475015615615615,0.9988889268180282
0.848484014014014,0.9988878300142149
0.8494664664664664,0.9988867572585586
0.8504489189189189,0.9988857094684472
0.8514313713713714,0.998884687544755
0.8524138238238238,0.9988836923711898
0.8533962762762762,0.99888272481364
0.8543787287287287,0.9988817857195227
0.8553611811811812,0.9988808759171299
0.8563436336336336,0.9988799962149766
0.8573260860860861,0.9988791474011477
0.8583085385385385,0.9988783302426458
0.8592909909909909,0.9988775454847378
0.8602734434434435,0.998876793850303
0.8612558958958959,0.9988760760391796
0.8622383483483483,0.9988753927275125
0.8632208008008008,0.9988747445671006
0.8642032532532532,0.9988741321847439
0.8651857057057057,0.9988735561815909
0.8661681581581582,0.9988730171324859
0.8671506106106106,0.9988725155853161
0.868133063063063,0.998872052060359
0.8691155155155155,0.9988716270496297
0.8700979679679679,0.998871241016228
0.8710804204204204,0.9988708943936857
0.8720628728728729,0.9988705875853138
0.8730453253253253,0.9988703209635497
0.8740277777777777,0.9988700948693043
0.8750102302302302,0.9988699096113094
0.8759926826826827,0.9988697654654645
0.8769751351351351,0.9988696626741842
0.8779575875875876,0.9988696014457452
0.87894004004004,0.9988695819536335
0.8799224924924924,0.9988696043358913
0.880904944944945,0.9988696686944641
0.8818873973973974,0.9988697750945478
0.8828698498498498,0.9988699235639354
0.8838523023023023,0.9988701140923647
0.8848347547547547,0.9988703466308644
0.8858172072072072,0.9988706210911015
0.8867996596596597,0.998870937344728
0.8877821121121121,0.9988712952227281
0.8887645645645645,0.9988716945147647
0.889747017017017,0.9988721349685261
0.8907294694694694,0.9988726162890735
0.891711921921922,0.9988731381381871
0.8926943743743744,0.9988737001337129
0.8936768268268268,0.9988743018489096
0.8946592792792792,0.9988749428117953
0.8956417317317317,0.9988756225044944
0.8966241841841842,0.9988763403625831
0.8976066366366366,0.9988770957744378
0.8985890890890891,0.9988778880805802
0.8995715415415415,0.9988787165730243
0.9005539939939939,0.9988795804946231
0.9015364464464465,0.9988804790384151
0.9025188988988989,0.9988814113469706
0.9035013513513513,0.9988823765117382
0.9044838038038038,0.9988833735723911
0.9054662562562562,0.998884401516174
0.9064487087087086,0.9988854592772488
0.9074311611611612,0.9988865457360417
0.9084136136136136,0.9988876597185891
0.909396066066066,0.9988887999958838
0.9103785185185185,0.9988899652832217
0.9113609709709709,0.9988911542395483
0.9123434234234234,0.9988923654668045
0.9133258758758759,0.9988935975092729
0.9143083283283283,0.9988948488529247
0.9152907807807807,0.9988961179247654
0.9162732332332332,0.9988974030921814
0.9172556856856857,0.9988987026622864
0.9182381381381381,0.9989000148812675
0.9192205905905906,0.9989013379337313
0.920203043043043,0.998902669942051
0.9211854954954954,0.9989040089657121
0.922167947947948,0.9989053530006587
0.9231504004004004,0.998906699978641
0.9241328528528528,0.9989080477665603
0.9251153053053053,0.998909394165816
0.9260977577577577,0.9989107369116531
0.9270802102102101,0.998912073672507
0.9280626626626627,0.9989134020493516
0.9290451151151151,0.9989147195750454
0.9300275675675675,0.998916023713678
0.93101002002002,0.9989173118599175
0.9319924724724724,0.9989185813383568
0.932974924924925,0.9989198294028607
0.9339573773773774,0.9989210532359137
0.9349398298298298,0.9989222499479659
0.9359222822822822,0.9989234165767811
0.9369047347347347,0.998924550086784
0.9378871871871872,0.9989256473684076
0.9388696396396397,0.9989267052374406
0.9398520920920921,0.9989277204343758
0.9408345445445445,0.9989286896237572
0.941816996996997,0.9989296093935287
0.9427994494494494,0.9989304762543815
0.9437819019019019,0.9989312866391036
0.9447643543543544,0.9989320369019272
0.9457468068068068,0.9989327233178785
0.9467292592592592,0.9989333420821258
0.9477117117117116,0.9989338893093291
0.9486941641641642,0.9989343610329895
0.9496766166166166,0.9989347532047987
0.950659069069069,0.998935061693989
0.9516415215215215,0.9989352822866834
0.9526239739739739,0.998935410685246
0.9536064264264265,0.998935442507633
0.9545888788788789,0.9989353732867431
0.9555713313313313,0.9989351984697695
0.9565537837837838,0.9989349134175515
0.9575362362362362,0.998934513403926
0.9585186886886887,0.9989339936150806
0.9595011411411412,0.9989333491489057
0.9604835935935936,0.9989325750143484
0.961466046046046,0.9989316661307653
0.9624484984984985,0.9989306173272773
0.9634309509509509,0.9989294233421232
0.9644134034034034,0.9989280788220157
0.9653958558558559,0.9989265783214958
0.9663783083083083,0.9989249163022894
0.9673607607607607,0.9989230871326634
0.9683432132132131,0.9989210850867828
0.9693256656656657,0.9989189043440684
0.9703081181181181,0.9989165389885548
0.9712905705705706,0.9989139830082491
0.972273023023023,0.9989112302944904
0.9732554754754754,0.9989082746413099
0.974237927927928,0.9989051097447916
0.9752203803803804,0.9989017292024335
0.9762028328328328,0.9988981265125101
0.9771852852852853,0.9988942950734351
0.9781677377377377,0.998890228183125
0.9791501901901902,0.9988859190383639
0.9801326426426427,0.9988813607341684
0.9811150950950951,0.9988765462631543
0.9820975475475475,0.9988714685149028
0.98308,0.9988661202753298
