r,nu N13
0.00161,2.0992273007848873e-05
0.0025924524524524525,4.8453577405461035e-05
0.0035749049049049048,8.820394730614772e-05
0.004557357357357358,0.000139505130032167
0.00553980980980981,0.00020218201418311637
0.006522262262262262,0.0002758197496910789
0.007504714714714715,0.0003596043412821174
0.008487167167167168,0.00045294996947355565
0.00946961961961962,0.0005555575599737516
0.010452072072072072,0.0006672104197571115
0.011434524524524524,0.0007875539035750948
0.012416976976976976,0.0009159911604832497
0.01339942942942943,0.0010517821306086491
0.014381881881881883,0.0011941775940354804
0.015364334334334335,0.0013424275942332906
0.016346786786786787,0.001495760086511701
0.01732923923923924,0.0016533601665565344
0.01831169169169169,0.001814357243074733
0.019294144144144144,0.00197782666756139
0.020276596596596596,0.002142811335940456
0.021259049049049048,0.0023083649056893775
0.0222415015015015,0.002473591236142645
0.023223953953953953,0.002637656155080771
0.024206406406406405,0.002799789876723157
0.02518885885885886,0.002959286560699658
0.026171311311311313,0.003115501699390487
0.027153763763763765,0.0032678479417133353
0.028136216216216217,0.0034157899250914082
0.02911866866866867,0.00355883863159798
0.03010112112112112,0.0036965457170526975
0.031083573573573574,0.003828498189330372
0.032066026026026026,0.003954313738844771
0.03304847847847848,0.004073636953121842
0.03403093093093093,0.004186136580404393
0.03501338338338338,0.004291503945249351
0.035995835835835835,0.00438945256238919
0.03697828828828829,0.004479718943669881
0.03796074074074074,0.004562064546446471
0.03894319319319319,0.004636278770239148
0.039925645645645644,0.004702182871693816
0.040908098098098096,0.004759634636129492
0.04189055055055055,0.004808533613536889
0.042873003003003,0.0048488261259115135
0.04385545545545545,0.004880506871894682
0.044837907907907905,0.004903617292437714
0.04582036036036036,0.0049182432577794845
0.04680281281281281,0.004924512467116383
0.04778526526526526,0.004922591611658522
0.04876771771771772,0.0049126833501307214
0.04975017017017017,0.0048950231442205176
0.050732622622622625,0.004869875999312952
0.05171507507507508,0.004837533153188207
0.05269752752752753,0.0047983087522951605
0.05367997997997998,0.0047525365518527275
0.054662432432432434,0.004700566672460126
0.055644884884884886,0.004642762442206824
0.05662733733733734,0.004579497349536476
0.05760978978978979,0.004511152128407008
0.05859224224224224,0.004438111993659983
0.059574694694694695,0.004360764041016841
0.06055714714714715,0.004279494822797618
0.0615395995995996,0.004194688107344785
0.06252205205205205,0.0041067228272516545
0.0635045045045045,0.0040159712188625575
0.06448695695695696,0.003922797153138034
0.06546940940940942,0.0038275546558693275
0.06645186186186186,0.003730586613380415
0.06743431431431432,0.00363222365826846
0.06841676676676677,0.003532783228395793
0.06939921921921922,0.0034325687912462504
0.07038167167167167,0.0033318692248820664
0.07136412412412413,0.0032309583460692283
0.07234657657657657,0.003130094575660515
0.07332902902902903,0.003029520731020787
0.07431148148148148,0.0029294639351287273
0.07529393393393394,0.0028301356319759825
0.07627638638638638,0.0027317316979910623
0.07725883883883884,0.0026344326394240913
0.07824129129129129,0.0025384038659237384
0.07922374374374375,0.0024437960309044555
0.08020619619619619,0.0023507454297259
0.08118864864864865,0.002259374447175166
0.0821711011011011,0.0021697920462435375
0.08315355355355356,0.002082094290713191
0.084136006006006,0.0019963648946057983
0.08511845845845846,0.0019126757920866694
0.0861009109109109,0.001831087721957176
0.08708336336336336,0.001751650821399465
0.08806581581581581,0.0016744052241553604
0.08904826826826827,0.0015993816588217831
0.09003072072072071,0.0015266020434250072
0.09101317317317317,0.0014560800728925908
0.09199562562562562,0.0013878217964732433
0.09297807807807808,0.00132182618255998
0.09396053053053052,0.0012580856687496298
0.09494298298298298,0.0011965866953284824
0.09592543543543544,0.0011373102282217639
0.09690788788788789,0.0010802323382950356
0.09789034034034035,0.001025324837883819
0.09887279279279279,0.0009725558627972079
0.09985524524524525,0.000921890380567391
0.1008376976976977,0.0008732906326908833
0.10182015015015015,0.0008267165185811508
0.1028026026026026,0.0007821259285517627
0.10378505505505506,0.000739475032698171
0.1047675075075075,0.0006987185320588553
0.10574995995995996,0.0006598098779231779
0.10673241241241241,0.0006227014611330033
0.10771486486486487,0.0005873446531004322
0.10869731731731731,0.0005536894864909456
0.10967976976976977,0.0005216843122301354
0.11066222222222222,0.0004912756411923588
0.11164467467467468,0.0004624081468508503
0.11262712712712712,0.00043502479529155017
0.11360957957957958,0.0004090670726212844
0.11459203203203203,0.0003844752834913358
0.11557448448448449,0.00036118889813043767
0.11655693693693693,0.00033914692885569876
0.11753938938938939,0.00031828832043077036
0.11852184184184184,0.0002985523418018037
0.1195042942942943,0.0002798790368848442
0.12048674674674674,0.000262211821844196
0.1214691991991992,0.00024550539149138117
0.12245165165165164,0.00022973322602997648
0.1234341041041041,0.0002148916806194539
0.12441655655655655,0.00020100129201372887
0.125399009009009,0.00018810615626676372
0.12638146146146145,0.00017627237720832162
0.1273639139139139,0.00016559528834390546
0.12834636636636637,0.0001562581489878967
0.12932881881881883,0.0001486232503848065
0.13031127127127126,0.00014330524787321304
0.13129372372372372,0.00014113270698849813
0.13227617617617618,0.00014303100392115917
0.13325862862862864,0.00014998859697842214
0.13424108108108107,0.00016314513492371292
0.13522353353353353,0.0001839135834327658
0.136205985985986,0.00021397278442619085
0.13718843843843845,0.0002551282932472474
0.13817089089089088,0.0003091211158904219
0.13915334334334334,0.0003774189684967999
0.1401357957957958,0.00046112161258801655
0.14111824824824826,0.0005608594202462807
0.1421007007007007,0.0006766608065400625
0.14308315315315315,0.0008079106040671985
0.1440656056056056,0.0009534027215061058
0.14504805805805807,0.0011114450656774832
0.1460305105105105,0.0012799460996357746
0.14701296296296296,0.00145641372325025
0.14799541541541542,0.001637946315904503
0.14897786786786787,0.0018213371597943305
0.1499603203203203,0.002003222519262446
0.15094277277277277,0.0021802382369369307
0.15192522522522522,0.0023491714520102736
0.15290767767767768,0.0025070954794603737
0.15389013013013011,0.0026514783604045964
0.15487258258258257,0.002780258893188291
0.15585503503503503,0.002891887559822216
0.1568374874874875,0.0029853331810930995
0.15781993993993992,0.0030600589799767114
0.15880239239239238,0.0031159737698762714
0.15978484484484484,0.0031533660671079077
0.1607672972972973,0.003172837440424922
0.16174974974974976,0.0031752455587887667
0.1627322022022022,0.003161650359989343
0.16371465465465465,0.0031332628938369658
0.1646971071071071,0.0030913983489422275
0.16567955955955957,0.003037434236674129
0.166662012012012,0.002972774227025049
0.16764446446446446,0.002898817747617851
0.16862691691691692,0.0028169351675909715
0.16960936936936938,0.0027284481846884365
0.1705918218218218,0.0026346149048852544
0.17157427427427427,0.002536619035985632
0.17255672672672673,0.002435562596457524
0.1735391791791792,0.0023324615558646864
0.17452163163163162,0.00222824384129417
0.17550408408408408,0.0021237486018605483
0.17648653653653654,0.002019725382443462
0.177468988988989,0.001916834391967799
0.17845144144144143,0.0018156484596992476
0.1794338938938939,0.0017166563839400894
0.18041634634634635,0.0016202673565661743
0.1813987987987988,0.001526816175553747
0.18238125125125124,0.0014365689900426813
0.1833637037037037,0.0013497293565300245
0.18434615615615615,0.0012664444188534162
0.1853286086086086,0.001186811057461284
0.18631106106106105,0.0011108818841753312
0.1872935135135135,0.0010386709866307315
0.18827596596596596,0.0009701593514828963
0.18925841841841842,0.0009052999171511764
0.19024087087087088,0.0008440222253431832
0.1912233233233233,0.0007862366559975989
0.19220577577577577,0.0007318382428107804
0.19318822822822823,0.0006807100764363586
0.1941706806806807,0.0006327263100592439
0.19515313313313312,0.000587754787647129
0.19613558558558558,0.0005456593190696781
0.19711803803803804,0.000506301628729655
0.1981004904904905,0.00046954300563091777
0.19908294294294293,0.0004352456831497416
0.2000653953953954,0.0004032739763848975
0.20104784784784785,0.00037349520401754613
0.2020303003003003,0.00034578042026618867
0.20301275275275274,0.0003200049809021302
0.2039952052052052,0.00029604896550086045
0.20497765765765766,0.00027379747622859513
0.20596011011011012,0.0002531408315663225
0.20694256256256255,0.00023397467150673788
0.207925015015015,0.00021619998895949945
0.20890746746746747,0.00019972310039395268
0.20988991991991993,0.00018445556715322408
0.21087237237237236,0.0001703140774000834
0.21185482482482482,0.00015722029730775336
0.21283727727727728,0.0001451006988886467
0.21381972972972974,0.0001338863707578992
0.21480218218218217,0.00012351281715155372
0.21578463463463463,0.00011391974965453454
0.21676708708708708,0.00010505087533345136
0.21774953953953954,9.685368430541095e-05
0.21873199199199198,8.927923919163893e-05
0.21971444444444443,8.228196759756454e-05
0.2206968968968969,7.58194558618308e-05
0.22167934934934935,6.985224820119619e-05
0.2226618018018018,6.434365633366669e-05
0.22364425425425424,5.925957976992267e-05
0.2246267067067067,5.456833633647529e-05
0.22560915915915916,5.024050249333994e-05
0.22659161161161162,4.6248763012058065e-05
0.22757406406406405,4.2567769585042456e-05
0.2285565165165165,3.9174007944151625e-05
0.22953896896896897,3.604567307484187e-05
0.23052142142142143,3.31625521219574e-05
0.23150387387387386,3.0505914593987828e-05
0.23248632632632632,2.8058409484221587e-05
0.23346877877877878,2.5803968939505006e-05
0.23445123123123124,2.3727718120082532e-05
0.23543368368368367,2.1815890907143198e-05
0.23641613613613613,2.005575112805913e-05
0.2373985885885886,1.843551898280099e-05
0.23838104104104105,1.6944302368531572e-05
0.23936349349349348,1.5572032812834778e-05
0.24034594594594594,1.430940573936293e-05
0.2413283983983984,1.3147824802811378e-05
0.24231085085085086,1.2079350043009304e-05
0.2432933033033033,1.1096649620499351e-05
0.24427575575575575,1.0192954908235678e-05
0.2452582082082082,9.362018725925878e-06
0.24624066066066067,8.598076515056984e-06
0.2472231131131131,7.895810263759728e-06
0.24820556556556556,7.250315001368997e-06
0.24918801801801801,6.657067692819158e-06
0.2501704704704705,6.111898372870149e-06
0.2511529229229229,5.610963369591182e-06
0.2521353753753754,5.150720475534809e-06
0.2531178278278278,4.727905933620436e-06
0.25410028028028026,4.339513112917515e-06
0.25508273273273274,3.982772757285649e-06
0.2560651851851852,3.655134697196445e-06
0.25704763763763766,3.3542509220469327e-06
0.2580300900900901,3.0779599168815854e-06
0.2590125425425425,2.824272173688027e-06
0.259994994994995,2.5913567933283313e-06
0.26097744744744744,2.3775290997303684e-06
0.2619598998998999,2.1812391932021916e-06
0.26294235235235236,2.0010613746641705e-06
0.2639248048048048,1.8356843772288774e-06
0.2649072572572573,1.6839023459130543e-06
0.2658897097097097,1.5446065103528224e-06
0.26687216216216214,1.4167774992244916e-06
0.26785461461461463,1.299478248663616e-06
0.26883706706706706,1.1918474603353691e-06
0.2698195195195195,1.093093567953055e-06
0.270801971971972,1.0024891739805566e-06
0.2717844244244244,9.193659209992844e-07
0.2727668768768769,8.431097647829286e-07
0.2737493293293293,7.731566185138699e-07
0.27473178178178176,7.089883398037607e-07
0.27571423423423425,6.501290342576579e-07
0.2766966866866867,5.961416512546184e-07
0.2776791391391391,5.466248494176503e-07
0.2786615915915916,5.012101109200106e-07
0.279644044044044,4.595590853312839e-07
0.2806264964964965,4.2136114515297847e-07
0.28160894894894895,3.863311365368494e-07
0.2825914014014014,3.5420730992608973e-07
0.28357385385385386,3.2474941651692535e-07
0.2845563063063063,2.977369575114147e-07
0.2855387587587588,2.729675741274165e-07
0.2865212112112112,2.5025556725405915e-07
0.28750366366366364,2.2943053649529706e-07
0.28848611611611613,2.1033612913542437e-07
0.28946856856856856,1.9282889029277658e-07
0.290451021021021,1.7677720620557537e-07
0.2914334734734735,1.6206033322083697e-07
0.2924159259259259,1.4856750563695458e-07
0.2933983783783784,1.3619711608650224e-07
0.29438083083083083,1.2485596264111067e-07
0.29536328328328326,1.1445855727773743e-07
0.29634573573573575,1.049264907683242e-07
0.2973281881881882,9.618784944494205e-08
0.2983106406406406,8.81766796527221e-08
0.2992930930930931,8.08324960351985e-08
0.30027554554554553,7.409983010334554e-08
0.301257997997998,6.792781582234987e-08
0.30224045045045045,6.22698092109851e-08
0.3032229029029029,5.708303918883799e-08
0.30420535535535537,5.23282871282345e-08
0.3051878078078078,4.796959277189122e-08
0.30617026026026023,4.3973984365426897e-08
0.3071527127127127,4.0311231027147254e-08
0.30813516516516515,3.6953615537067296e-08
0.30911761761761763,3.387572587405256e-08
0.31010007007007007,3.105426396520574e-08
0.3110825225225225,2.8467870236095573e-08
0.312064974974975,2.6096962664968976e-08
0.3130474274274274,2.392358914947814e-08
0.31402987987987985,2.1931292091397744e-08
0.31501233233233233,2.0104984193979576e-08
0.31599478478478477,1.8430834548595266e-08
0.31697723723723725,1.6896164162711115e-08
0.3179596896896897,1.5489350150569122e-08
0.3189421421421421,1.4199737871657636e-08
0.3199245945945946,1.3017560360626699e-08
0.32090704704704703,1.1933864446123456e-08
0.3218894994994995,1.0940443005473449e-08
0.32287195195195195,1.002977284757457e-08
0.3238544044044044,9.194957758106332e-09
0.32483685685685687,8.42967627949955e-09
0.3258193093093093,7.728133833324317e-09
0.32680176176176173,7.0850188250908625e-09
0.3277842142142142,6.495462401154796e-09
0.32876666666666665,5.955001554681318e-09
0.32974911911911914,5.459545302653665e-09
0.33073157157157157,5.005343678891243e-09
0.331714024024024,4.5889593091338764e-09
0.3326964764764765,4.207241353608646e-09
0.3336789289289289,3.857301620263379e-09
0.33466138138138135,3.5364926681551727e-09
0.33564383383383384,3.2423877354461655e-09
0.33662628628628627,2.9727623401852496e-09
0.33760873873873876,2.72557741465236e-09
0.3385911911911912,2.4989638455968822e-09
0.3395736436436436,2.2912083033039247e-09
0.3405560960960961,2.1007402521466197e-09
0.34153854854854854,1.926120044203494e-09
0.34252100100100097,1.766028005701761e-09
0.34350345345345346,1.6192544335310914e-09
0.3444859059059059,1.4846904257803821e-09
0.3454683583583584,1.361319476785957e-09
0.3464508108108108,1.248209773303182e-09
0.34743326326326324,1.144507133378699e-09
0.3484157157157157,1.0494285342830494e-09
0.34939816816816816,9.62256180339933e-10
0.35038062062062064,8.823320655926096e-10
0.3513630730730731,8.090529900098978e-10
0.3523455255255255,7.418659913817234e-10
0.353327977977978,6.802641582140755e-10
0.3543104304304304,6.237827918291784e-10
0.35529288288288285,5.719958885309398e-10
0.35627533533533534,5.245129151283594e-10
0.3572577877877878,4.80975853339046e-10
0.35824024024024026,4.410564906383487e-10
0.3592226926926927,4.0445393699235036e-10
0.3602051451451451,3.7089234862928973e-10
0.3611875975975976,3.401188415771036e-10
0.36217005005005004,3.119015791364119e-10
0.36315250250250247,2.8602801877961946e-10
0.36413495495495496,2.6230330517782145e-10
0.3651174074074074,2.405487971670725e-10
0.3660998598598599,2.206007174827985e-10
0.3670823123123123,2.0230891502339008e-10
0.36806476476476474,1.8553573025852973e-10
0.3690472172172172,1.701549551808281e-10
0.37002966966966966,1.5605087991715415e-10
0.3710121221221221,1.431174187737831e-10
0.3719945745745746,1.3125730909244683e-10
0.372977027027027,1.203813768468682e-10
0.3739594794794795,1.1040786341585035e-10
0.3749419319319319,1.0126180843311954e-10
0.37592438438438436,9.287448403956306e-11
0.37690683683683684,8.518287625338298e-11
0.3778892892892893,7.812920953107682e-11
0.37887174174174176,7.166051091968457e-11
0.3798541941941942,6.572821050094468e-11
0.3808366466466466,6.028777510313672e-11
0.3818190990990991,5.52983725086239e-11
0.38280155155155154,5.072256361618642e-11
0.383784004004004,4.652602022915192e-11
0.38476645645645646,4.267726633448064e-11
0.3857489089089089,3.9147440915949523e-11
0.3867313613613614,3.591008050771113e-11
0.3877138138138138,3.294091984403308e-11
0.38869626626626624,3.021770909805638e-11
0.38967871871871873,2.772004632805046e-11
0.39066117117117116,2.5429223864766533e-11
0.3916436236236236,2.3328087479034086e-11
0.3926260760760761,2.1400907265485587e-11
0.3936085285285285,1.963325926695538e-11
0.394590980980981,1.801191694537891e-11
0.39557343343343343,1.6524751679513988e-11
0.39655588588588586,1.516064153809342e-11
0.39753833833833835,1.390938763961254e-11
0.3985207907907908,1.2761637467204334e-11
0.3995032432432432,1.1708814552643545e-11
0.4004856956956957,1.074305398149834e-11
0.40146814814814813,9.857143257638644e-12
0.4024506006006006,9.044468099866919e-12
0.40343305305305305,8.298962757507912e-12
0.4044155055055055,7.615064465274658e-12
0.40539795795795797,6.9876716901079385e-12
0.4063804104104104,6.412105852232598e-12
0.40736286286286283,5.884076229648913e-12
0.4083453153153153,5.399647779910591e-12
0.40932776776776775,4.955211635543787e-12
0.41031022022022023,4.547458050021916e-12
0.41129267267267267,4.17335159000357e-12
0.4122751251251251,3.830108386723711e-12
0.4132575775775776,3.5151752751380023e-12
0.41424003003003,3.226210663792455e-12
0.4152224824824825,2.9610669915386717e-12
0.41620493493493493,2.717774639248135e-12
0.41718738738738737,2.4945271756893495e-12
0.41816983983983985,2.289667826817224e-12
0.4191522922922923,2.101677066952364e-12
0.4201347447447447,1.9291612387843378e-12
0.4211171971971972,1.7708421168758969e-12
0.42209964964964963,1.625547336439231e-12
0.4230821021021021,1.4922016156548264e-12
0.42406455455455455,1.3698187057601515e-12
0.425047007007007,1.2574940085929477e-12
0.42602945945945947,1.154397806277595e-12
0.4270119119119119,1.0597690523287708e-12
0.42799436436436433,9.729096776511166e-13
0.4289768168168168,8.931793687681732e-13
0.42995926926926925,8.199907791483705e-13
0.43094172172172174,7.528051377364558e-13
0.43192417417417417,6.911282217713895e-13
0.4329066266266266,6.345066636966875e-13
0.4338890790790791,5.825245644695503e-13
0.4348715315315315,5.348003878688403e-13
0.43585398398398395,4.909841136574354e-13
0.43683643643643644,4.5075463725448354e-13
0.43781888888888887,4.1381739349669685e-13
0.43880134134134136,3.7990217103672845e-13
0.4397837937937938,3.487611005211505e-13
0.4407662462462462,3.2016680414618643e-13
0.4417486986986987,2.939106948414599e-13
0.44273115115115114,2.698014139657912e-13
0.4437136036036036,2.4766339703963557e-13
0.44469605605605605,2.2733555767586319e-13
0.4456785085085085,2.0867008049697138e-13
0.446660960960961,1.915313144366087e-13
0.4476434134134134,1.757947584118846e-13
0.44862586586586584,1.6134613191752062e-13
0.4496083183183183,1.480805236311818e-13
0.45059077077077075,1.359016116297739e-13
0.45157322322322324,1.2472094929887264e-13
0.4525556756756757,1.1445731147121114e-13
0.4535381281281281,1.0503609575572163e-13
0.4545205805805806,9.63887744166661e-14
0.455503033033033,8.845239253352992e-14
0.45648548548548545,8.116910851775111e-14
0.45746793793793794,7.448577338310462e-14
0.45845039039039037,6.835354546376546e-14
0.45943284284284286,6.272753754915975e-14
0.4604152952952953,5.75664936587649e-14
0.4613977477477477,5.2832492858840826e-14
0.4623802002002002,4.849067387158362e-14
0.46336265265265264,4.450896736686581e-14
0.46434510510510507,4.085784793194768e-14
0.46532755755755756,3.7510116269608765e-14
0.46631001001001,3.444070750975014e-14
0.4672924624624625,3.1626521104695166e-14
0.4682749149149149,2.9046268639276384e-14
0.46925736736736734,2.668033660000304e-14
0.4702398198198198,2.4510661734659448e-14
0.47122227227227226,2.2520617113741803e-14
0.4722047247247247,2.0694907394660486e-14
0.4731871771771772,1.901947210288441e-14
0.4741696296296296,1.74813959935421e-14
0.4751520820820821,1.6068825753091303e-14
0.4761345345345345,1.477089245280839e-14
0.47711698698698696,1.3577639281892744e-14
0.47809943943943944,1.2479954174768154e-14
0.4790818918918919,1.1469507010353684e-14
0.48006434434434436,1.0538691105514102e-14
0.4810467967967968,9.680568754547822e-15
0.4820292492492492,8.888820584726506e-15
0.4830117017017017,8.157698507236978e-15
0.48399415415415414,7.481982045594994e-15
0.4849766066066066,6.856937821478363e-15
0.48595905905905906,6.278283036805809e-15
0.4869415115115115,5.742247647517762e-15
0.487923963963964,5.246039529232311e-15
0.4889064164164164,4.788349842187558e-15
